ContractingOfficeCode	fiscal_year	obligatedamount_1year	numberofactions_1year	NumberOfTransactions_1year	NumberOfContracts_1year	numberofactions_7year	obligatedamount_7year	PBSCobligated_7year
GV03 	1995	111093791.0000	534	534	284	NULL	NULL	NULL
VM300	2009	2218958.0546	1037	149	149	NULL	NULL	NULL
MK800	2009	2933862.3434	553	179	160	NULL	NULL	NULL
2AN301	1992	-3177000.0000	NULL	23	5	NULL	NULL	NULL
FA8505	2009	235704407.5579	241	249	103	NULL	NULL	NULL
ACBBD	2003	1204000.0000	29	29	16	NULL	NULL	NULL
00512P	2006	2382738.0080	20863	87	87	NULL	NULL	NULL
N66810	2015	769442.0000	2	2	2	NULL	NULL	NULL
HA47 	1997	6666858.0000	43	43	31	NULL	NULL	NULL
USTDA	2008	9790167.0171	160	154	154	NULL	NULL	NULL
JA03 	1996	74433294.0000	616	616	284	NULL	NULL	NULL
9251	2005	319876.4254	23	23	23	NULL	NULL	NULL
00100	2008	204913.0000	2	2	2	NULL	NULL	NULL
00087	2004	1506101.0000	50	56	46	NULL	NULL	NULL
VL000	2001	426000.0000	16	16	16	NULL	NULL	NULL
720538	2017	65590.6893	10	10	10	NULL	NULL	NULL
HQ0006	2013	55316073.4483	38	38	27	NULL	NULL	NULL
FA8734	2010	53018813.4479	112	118	41	NULL	NULL	NULL
VM700	2012	872340.4982	101	101	75	NULL	NULL	NULL
00242S	2009	56996739.9248	27575	27575	27575	NULL	NULL	NULL
A8103	2002	17922957.0000	68	69	43	NULL	NULL	NULL
UT952	2014	5177996.0675	313	318	268	NULL	NULL	NULL
N68303	2009	571441.1992	3	3	3	NULL	NULL	NULL
HQ012	2016	1587996.8684	80	78	65	NULL	NULL	NULL
00051	2004	24200.0000	7	7	5	NULL	NULL	NULL
W912CA	2009	5571600.1211	341	343	279	NULL	NULL	NULL
91Z9	2007	3601751.9460	55	62	52	NULL	NULL	NULL
NJ30B	2002	5410725.0000	18	18	7	NULL	NULL	NULL
M20001	2018	1134478.3149	48	48	47	NULL	NULL	NULL
CW59	2001	60907704.0000	226	239	183	NULL	NULL	NULL
SA7065	2010	17686324.0211	579	579	149	NULL	NULL	NULL
RA000	2012	1775930.3642	357	357	292	NULL	NULL	NULL
00502	2004	15465185.2194	153	179	169	NULL	NULL	NULL
LS000	2016	27325676.9864	310	478	262	NULL	NULL	NULL
S4503A	2014	-2081.4800	2	2	2	NULL	NULL	NULL
00503S	2010	139768.7197	22	22	22	NULL	NULL	NULL
61903	2008	71672998.6218	417	422	292	NULL	NULL	NULL
PD000	2002	2530000.0000	6	6	4	NULL	NULL	NULL
W911SD	2014	143940635.3933	2034	1199	856	NULL	NULL	NULL
64LH	2007	42370.0000	20	20	19	NULL	NULL	NULL
JN03	2003	381884.0000	9	9	9	NULL	NULL	NULL
00614P	2015	7192537.4435	903	703	635	NULL	NULL	NULL
00601	2005	8462380.0687	784	784	784	NULL	NULL	NULL
ACBBD	2006	1080.0000	1	1	1	NULL	NULL	NULL
00042	2003	592000.0000	13	15	14	NULL	NULL	NULL
8429	2007	148580.7403	362	362	359	NULL	NULL	NULL
1CA03 	1993	18010367.0000	NULL	106	21	NULL	NULL	NULL
W912L7	2014	38169386.3819	763	818	661	NULL	NULL	NULL
7482	2011	8408292.0500	264	276	243	NULL	NULL	NULL
W91QF7	2005	17787548.0000	664	675	578	NULL	NULL	NULL
00055	2005	137028.8989	16	16	16	NULL	NULL	NULL
W912CN	2007	200487105.6932	2686	2767	2191	NULL	NULL	NULL
3142	2014	244347433.4002	1268	1351	675	NULL	NULL	NULL
IS400	2003	308000.0000	6	6	6	NULL	NULL	NULL
7200GC	2017	55851.2802	10	10	7	NULL	NULL	NULL
FA8627	2009	92103146.2344	16	18	10	NULL	NULL	NULL
PD424	2015	1447399.5200	5	5	5	NULL	NULL	NULL
JA10B	2000	48351688.0000	355	355	309	NULL	NULL	NULL
W912L5	2013	8063824.3980	249	285	221	NULL	NULL	NULL
FA8105	2012	172764759.4327	263	275	68	NULL	NULL	NULL
3323AH	2017	245073.2274	10	10	9	NULL	NULL	NULL
N68853	2015	6559.3800	3	3	3	NULL	NULL	NULL
00241	2008	52669988.0660	3711	3855	3321	NULL	NULL	NULL
AM627	1997	58181660.0000	121	121	31	NULL	NULL	NULL
N65540	2013	538497263.0154	2767	2974	1275	NULL	NULL	NULL
84JC	2016	5541891.8798	182	188	160	NULL	NULL	NULL
36C741	2017	27482604.1573	187	192	160	NULL	NULL	NULL
413114	2018	2778988.0381	286	313	226	NULL	NULL	NULL
D920B	1996	72427343.0000	659	659	88	NULL	NULL	NULL
94TZ	2004	17040013.0157	250	286	217	NULL	NULL	NULL
19BA30	2017	1168823.4819	69	89	75	NULL	NULL	NULL
W911NF	2013	462293170.0292	1340	1368	758	NULL	NULL	NULL
3604	2014	1552232.9000	140	157	98	NULL	NULL	NULL
2WC624	1993	130000.0000	NULL	4	1	NULL	NULL	NULL
FA8634	2009	208154285.2099	177	178	43	NULL	NULL	NULL
15JA58	2018	510962.8718	36	36	34	NULL	NULL	NULL
000RA	2015	121998161.0426	1804	1858	1559	NULL	NULL	NULL
00091	2014	82611350.2790	629	739	396	NULL	NULL	NULL
FA8524	2011	36562422.9838	192	256	204	NULL	NULL	NULL
CA51 	1998	151339821.0000	404	404	183	NULL	NULL	NULL
40105	2005	64710.8604	2	5	5	NULL	NULL	NULL
NY000	2003	2854034.0000	32	34	31	NULL	NULL	NULL
61611	2012	26005979.3112	1357	1313	1097	NULL	NULL	NULL
00070	2011	191147551.8849	818	854	457	NULL	NULL	NULL
HE1280	2015	130784710.6300	720	840	442	NULL	NULL	NULL
00246	2013	549407247.2059	22516	13113	11570	NULL	NULL	NULL
00136	2004	4199.0000	1	1	1	NULL	NULL	NULL
00776	2009	223894035.9212	513	521	428	NULL	NULL	NULL
SD000	2003	120000.0000	18	18	18	NULL	NULL	NULL
19BE20	2018	7748726.3999	527	695	570	NULL	NULL	NULL
1EA16 	1991	94000.0000	NULL	2	1	NULL	NULL	NULL
00048	2002	40000.0000	1	1	1	NULL	NULL	NULL
CIV01	2013	30071023.7075	460	464	347	NULL	NULL	NULL
UG500	2001	2216000.0000	30	31	31	NULL	NULL	NULL
NW000	2011	76709714.5899	258	288	211	NULL	NULL	NULL
N00039	2012	3254618007.5539	3266	3435	1049	NULL	NULL	NULL
PK622	1995	411883.0000	1	1	1	NULL	NULL	NULL
N00183	2006	36648434.0000	2126	2127	1834	NULL	NULL	NULL
DU204	2009	127519355.3907	551	551	344	NULL	NULL	NULL
N40345	2017	87208035.7788	1838	1921	1041	NULL	NULL	NULL
FA8751	2009	49743548.6198	1066	901	662	NULL	NULL	NULL
RD03	2000	90416840.0000	357	357	162	NULL	NULL	NULL
645S	2013	1668283.1057	133	136	125	NULL	NULL	NULL
HQ005	2016	46674842.4273	1073	1073	697	NULL	NULL	NULL
FA8201	2010	211169218.7718	3655	2108	1603	NULL	NULL	NULL
BE200	2002	5831700.0000	56	56	50	NULL	NULL	NULL
M67854	2011	7167890637.4796	6958	7102	3467	NULL	NULL	NULL
W91GFC	2007	20534911.6925	438	391	391	NULL	NULL	NULL
W914NS	2007	220059629.7802	240	240	240	NULL	NULL	NULL
00600	2016	1638511057.5132	13085	11748	9664	NULL	NULL	NULL
FA8630	2007	1030982945.1526	154	156	135	NULL	NULL	NULL
FA8638	2015	263958694.1300	120	130	48	NULL	NULL	NULL
8447	2013	29004683.0005	70	83	73	NULL	NULL	NULL
41302	2013	6249873.8727	856	883	596	NULL	NULL	NULL
FA9200	2009	355369082.9674	492	507	225	NULL	NULL	NULL
FA8606	2017	31187140.0199	50	53	30	NULL	NULL	NULL
BX000	2015	1446217570.4300	31231	32340	31648	NULL	NULL	NULL
04H1	2001	1743072.0000	17	18	14	NULL	NULL	NULL
00437	2004	12741411.0000	84	99	99	NULL	NULL	NULL
00091	2007	80488794.7245	482	672	393	NULL	NULL	NULL
00291	2008	101547230.4400	186	187	65	NULL	NULL	NULL
CW21 	1998	32659668.0000	153	153	68	NULL	NULL	NULL
UT050	2006	434755.7791	64	64	49	NULL	NULL	NULL
00255	2011	288827134.3384	4781	5335	4302	NULL	NULL	NULL
211	2011	657823.3047	30	30	29	NULL	NULL	NULL
GE20	2004	224904131.5508	1603	1631	1403	NULL	NULL	NULL
N62107	2013	30917.4604	8	9	9	NULL	NULL	NULL
GU63 	1998	130986719.0000	13	13	4	NULL	NULL	NULL
QP000	2010	5007561.1992	189	197	134	NULL	NULL	NULL
3HV03 	1991	137309000.0000	NULL	712	402	NULL	NULL	NULL
7217	2004	15602653.0000	34	34	25	NULL	NULL	NULL
9549	2013	13130.0000	1	1	1	NULL	NULL	NULL
02L3	2005	67389.6793	6	6	5	NULL	NULL	NULL
HQ001	2012	-227070.0000	5	6	6	NULL	NULL	NULL
000AA	2011	934141.5435	14	14	14	NULL	NULL	NULL
USA45	2016	115259.6500	41	41	25	NULL	NULL	NULL
USA54	2015	3426582.2800	25	31	25	NULL	NULL	NULL
MU300	2003	59000.0000	2	2	2	NULL	NULL	NULL
5CW01 	1991	101425000.0000	NULL	386	201	NULL	NULL	NULL
W911KF	2010	124942856.6829	2671	2002	1343	NULL	NULL	NULL
00612S	2011	4616800.8476	446	446	446	NULL	NULL	NULL
FA8634	2012	277633644.2189	181	190	43	NULL	NULL	NULL
W31P4Q	2016	7841430097.9164	6186	6519	1986	NULL	NULL	NULL
00529	2001	4590000.0000	83	97	88	NULL	NULL	NULL
04U3	2016	310709.9401	51	61	48	NULL	NULL	NULL
MS046	2005	18000.0000	1	1	1	NULL	NULL	NULL
FA4528	2011	45746871.5633	1356	682	412	NULL	NULL	NULL
AH000	2014	40724124.7972	64	68	44	NULL	NULL	NULL
66030	2011	67970001.4707	308	337	227	NULL	NULL	NULL
00268	2016	381372289.3503	1973	1985	1670	NULL	NULL	NULL
SPRHA3	2014	11178780.5200	26	27	24	NULL	NULL	NULL
35000	2010	8978607.2361	219	219	186	NULL	NULL	NULL
36P655	2018	848714.5476	106	106	99	NULL	NULL	NULL
CB000	2002	112000.0000	5	5	4	NULL	NULL	NULL
2RS511	1992	58488.0000	NULL	1	1	NULL	NULL	NULL
00269	2006	96846396.2821	1600	1615	1418	NULL	NULL	NULL
21454	2006	3991.5300	1	1	1	NULL	NULL	NULL
00123	2005	240637.7087	29	29	29	NULL	NULL	NULL
SPE8EF	2018	65943598.4424	3199	3203	2977	NULL	NULL	NULL
3GE40 	1993	568138790.0000	NULL	937	737	NULL	NULL	NULL
LO100	2014	986503.8505	141	152	130	NULL	NULL	NULL
47PM08	2017	63136233.7077	378	405	324	NULL	NULL	NULL
N68610	2014	143280.7200	22	22	18	NULL	NULL	NULL
15B510	2017	5451734.8868	152	157	144	NULL	NULL	NULL
1JA04 	1993	44686821.0000	NULL	318	218	NULL	NULL	NULL
KF19	2002	42892329.0000	290	296	243	NULL	NULL	NULL
TZ200	2006	2934056.0000	705	164	163	NULL	NULL	NULL
00264	2015	5913155.3663	161	161	127	NULL	NULL	NULL
WA30B	2003	74291133.6816	537	553	481	NULL	NULL	NULL
AA003	2010	419262.3125	5	7	3	NULL	NULL	NULL
FA5706	2012	27728806.0726	745	65	55	NULL	NULL	NULL
MCKPA	2005	2656474.7310	315	315	310	NULL	NULL	NULL
GS02 	1997	60556883.0000	459	459	269	NULL	NULL	NULL
19PK50	2017	297878.0292	50	58	49	NULL	NULL	NULL
3A75	2011	18108921.8542	214	344	233	NULL	NULL	NULL
BW10D	1995	565842.0000	3	3	3	NULL	NULL	NULL
2QH502	1993	687519.0000	NULL	8	8	NULL	NULL	NULL
M29000	2007	534743.9496	34	39	31	NULL	NULL	NULL
N63224	2013	430807.0146	3	3	3	NULL	NULL	NULL
FA2835	2015	66197348.2859	708	664	475	NULL	NULL	NULL
00082	2005	29821020.1937	606	615	273	NULL	NULL	NULL
00562S	2008	6573341.0244	3366	3366	3366	NULL	NULL	NULL
HA01 	1997	9269280.0000	83	83	54	NULL	NULL	NULL
N0463A	2012	4684634.0812	185	185	124	NULL	NULL	NULL
N0622A	2013	57751587.1267	2340	2340	1482	NULL	NULL	NULL
1CA63 	1993	304120130.0000	NULL	539	176	NULL	NULL	NULL
KG100	2004	261068.0000	7	9	9	NULL	NULL	NULL
20000	2010	3708675.0683	81	99	89	NULL	NULL	NULL
LU000	2002	97831000.0000	762	770	768	NULL	NULL	NULL
00039	2003	131493.1600	11	11	8	NULL	NULL	NULL
FA8609	2014	1261402496.6900	24	24	3	NULL	NULL	NULL
NRCR4	2011	1048496.9595	117	117	84	NULL	NULL	NULL
00565P	2006	255699.9589	2054	21	21	NULL	NULL	NULL
0400 	1998	708613737.0000	7666	7666	5113	NULL	NULL	NULL
36C740	2018	-132945.9844	1	1	1	NULL	NULL	NULL
00502	2010	16700124.2376	229	328	249	NULL	NULL	NULL
N63299	2017	1721700.9688	5	5	5	NULL	NULL	NULL
W91QVP	2012	6029547.3758	879	623	427	NULL	NULL	NULL
3HU27 	1991	129369000.0000	NULL	12	1	NULL	NULL	NULL
OFDT	2012	317175342.5773	259	284	69	NULL	NULL	NULL
1263VY	2017	282249.5391	42	42	40	NULL	NULL	NULL
IN600	2016	675888.4398	97	130	110	NULL	NULL	NULL
DEAWD	2012	1263297.9535	401	401	226	NULL	NULL	NULL
129100	2017	14100.0000	4	4	4	NULL	NULL	NULL
DNDO00	2015	111389180.2838	543	674	485	NULL	NULL	NULL
F9999	2001	555000719.0000	680	700	525	NULL	NULL	NULL
FA4620	2014	30370328.1190	488	535	303	NULL	NULL	NULL
N62936	2018	2322135.6211	115	115	92	NULL	NULL	NULL
140L13	2017	-0.5000	1	2	2	NULL	NULL	NULL
GL10 	1998	17946515.0000	44	44	31	NULL	NULL	NULL
GAO AM	2015	53227516.1914	470	545	321	NULL	NULL	NULL
GV41 	1995	137896985.0000	139	139	28	NULL	NULL	NULL
00007	2014	30489186.4326	817	973	670	NULL	NULL	NULL
A8551	2003	48948253.0000	208	219	151	NULL	NULL	NULL
W912CH	2008	54404240.5298	531	542	355	NULL	NULL	NULL
ASAJC3	2016	2518496.0000	20	20	16	NULL	NULL	NULL
CA27 	1996	192869780.0000	612	612	235	NULL	NULL	NULL
00636P	2013	5286932.3610	655	655	627	NULL	NULL	NULL
SPM200	2003	0.0000	0	18	18	NULL	NULL	NULL
11000	2005	10098142.9122	738	929	630	NULL	NULL	NULL
FA8222	2006	47966887.0000	78	88	72	NULL	NULL	NULL
W22G1F	2005	5527346.0000	156	156	135	NULL	NULL	NULL
1218	2012	276176.4476	15	15	15	NULL	NULL	NULL
F0264	1997	11023171.0000	73	73	45	NULL	NULL	NULL
N00244	2008	778590709.4149	10602	9549	7314	NULL	NULL	NULL
21303	2011	8094217.3601	1467	1470	971	NULL	NULL	NULL
PN000	2002	175000.0000	9	9	9	NULL	NULL	NULL
120345	2018	31930.0000	5	5	5	NULL	NULL	NULL
000AB	2016	507606923.9800	2287	2417	1907	NULL	NULL	NULL
RU000	2003	1305483.8000	54	63	50	NULL	NULL	NULL
DEANC	2014	158171.0200	105	105	69	NULL	NULL	NULL
W91LV2	2017	-42163.9688	1	1	1	NULL	NULL	NULL
ZA22	2000	233020528.0000	310	310	96	NULL	NULL	NULL
84000	2002	60000.0000	1	1	1	NULL	NULL	NULL
N32434	2006	2102632.0000	235	235	187	NULL	NULL	NULL
SP7000	2016	111560686.9870	3319	3364	1294	NULL	NULL	NULL
36C512	2018	87206334.6906	1241	1260	1074	NULL	NULL	NULL
50640	2013	107883474.2042	380	551	353	NULL	NULL	NULL
FA8677	2008	109778590.1338	181	184	51	NULL	NULL	NULL
2UA30A	1992	286756.0000	NULL	2	1	NULL	NULL	NULL
BB000	2010	303024.9624	63	70	57	NULL	NULL	NULL
CY000	2009	81441422.7958	781	878	623	NULL	NULL	NULL
CO951	2004	48149.1601	8	9	7	NULL	NULL	NULL
4741	2009	1195657.5000	3	4	4	NULL	NULL	NULL
N66753	2017	573722.0000	1	1	1	NULL	NULL	NULL
1HA23 	1992	6005000.0000	NULL	30	29	NULL	NULL	NULL
GR09	2003	140027618.0000	389	395	223	NULL	NULL	NULL
15B308	2018	5049975.1656	438	446	309	NULL	NULL	NULL
DU208	2006	162261373.0948	743	781	438	NULL	NULL	NULL
50401	2008	4030147.6668	251	263	252	NULL	NULL	NULL
SPM5A8	2007	1221921.0000	132	132	132	NULL	NULL	NULL
ZK12	2002	28888083.0000	129	132	111	NULL	NULL	NULL
HA37	2000	3144741.0000	24	24	17	NULL	NULL	NULL
12004	2016	8092338.9902	454	456	408	NULL	NULL	NULL
2WK643	1993	1616435.0000	NULL	3	1	NULL	NULL	NULL
SS001	2001	56762000.0000	343	363	308	NULL	NULL	NULL
ID081	2004	18928.0996	3	3	2	NULL	NULL	NULL
AC5J0	2000	852342298.0000	52	52	9	NULL	NULL	NULL
140P54	2017	13473.3500	6	6	6	NULL	NULL	NULL
15F006	2017	-950.0000	2	2	2	NULL	NULL	NULL
N62952	2012	64881.0000	16	18	16	NULL	NULL	NULL
JA04 	1997	84811254.0000	593	593	188	NULL	NULL	NULL
N63222	2017	321000.0000	1	1	1	NULL	NULL	NULL
YH000	2010	5791321.1250	3	3	2	NULL	NULL	NULL
FPSD4	2016	140327543.5592	602	650	293	NULL	NULL	NULL
BM000	2012	245869292.3947	624	638	295	NULL	NULL	NULL
SA10A	1995	38927029.0000	300	300	195	NULL	NULL	NULL
PO500	2001	398000.0000	8	8	8	NULL	NULL	NULL
FA3300	2003	0.0000	0	7	7	NULL	NULL	NULL
MS066	2016	238753.6600	53	53	38	NULL	NULL	NULL
W913FT	2015	14462850.5194	666	684	501	NULL	NULL	NULL
BC400	2006	6140188.2343	798	251	251	NULL	NULL	NULL
SP0410	2005	145847.9810	11	14	12	NULL	NULL	NULL
0010F	2014	853149265.2454	2312	2360	348	NULL	NULL	NULL
00012	2010	154272.7700	16	16	14	NULL	NULL	NULL
910050	2017	0.0000	5	5	3	NULL	NULL	NULL
AD21	2003	24229000.0000	783	789	635	NULL	NULL	NULL
1AD03 	1991	4220000.0000	NULL	54	45	NULL	NULL	NULL
00068	2007	21907222.8812	316	317	245	NULL	NULL	NULL
TD000	2014	1575464.8600	126	126	83	NULL	NULL	NULL
M62974	2007	5929794.0000	360	361	315	NULL	NULL	NULL
JA20	2003	98217280.0000	373	378	306	NULL	NULL	NULL
N61809	2015	60535.6900	15	14	14	NULL	NULL	NULL
S5105A	2009	83500651.7401	529	542	303	NULL	NULL	NULL
00084	2003	91615587.6465	1492	1578	909	NULL	NULL	NULL
2RF10I	1992	1256000.0000	NULL	20	20	NULL	NULL	NULL
3A94	2005	25437743.0947	887	906	827	NULL	NULL	NULL
00797	2009	565301274.5776	110	1090	806	NULL	NULL	NULL
15JATR	2018	7163428.4953	134	100	88	NULL	NULL	NULL
081J8	2002	129000.0000	3	3	3	NULL	NULL	NULL
SPM5AZ	2012	34293046.0680	1708	1710	1664	NULL	NULL	NULL
WH000	2004	506409.1499	33	39	35	NULL	NULL	NULL
00263	2015	303938985.9167	7836	9746	7641	NULL	NULL	NULL
W911SG	2005	208222098.6212	3682	3513	2641	NULL	NULL	NULL
FPI60	2014	64595684.2400	2726	2781	2710	NULL	NULL	NULL
SPM7LX	2007	0.0000	0	87	87	NULL	NULL	NULL
WH515	1996	469434.0000	5	5	5	NULL	NULL	NULL
HU200	2001	492700.0000	13	13	12	NULL	NULL	NULL
SPM7M6	2014	17787536.0200	734	736	690	NULL	NULL	NULL
2PB10R	1992	12570000.0000	NULL	19	15	NULL	NULL	NULL
S1504A	2012	66191719.2607	99	99	74	NULL	NULL	NULL
CIV01	2008	3394680.0000	13	13	5	NULL	NULL	NULL
00672	2011	78800419.0804	1804	1806	1644	NULL	NULL	NULL
TC000	2015	1265440.8300	100	100	66	NULL	NULL	NULL
UT040	2014	2275393.8710	116	116	96	NULL	NULL	NULL
N40582	2014	1975738.8206	55	55	55	NULL	NULL	NULL
N62789	2007	292768723.8002	608	609	164	NULL	NULL	NULL
GW05 	1999	305414818.0000	720	720	114	NULL	NULL	NULL
MS091	2013	1386.0000	5	5	2	NULL	NULL	NULL
CW63 	1998	20121996.0000	128	128	68	NULL	NULL	NULL
N61751	2013	6487292.9788	273	271	251	NULL	NULL	NULL
00523S	2011	23818932.5719	2712	2712	2712	NULL	NULL	NULL
CV105	2010	637359.9200	255	66	64	NULL	NULL	NULL
140L51	2018	13673.0983	77	86	61	NULL	NULL	NULL
W9124E	2007	126506917.3886	1294	1299	980	NULL	NULL	NULL
LG750	2009	653391.7289	205	102	61	NULL	NULL	NULL
BW10B	2000	86598216.0000	537	537	137	NULL	NULL	NULL
JB000	2004	18301147.0000	335	347	259	NULL	NULL	NULL
	2004	145694.8994	0	83	83	NULL	NULL	NULL
40904	2013	9657061.4235	1132	1145	794	NULL	NULL	NULL
DEASO	2013	58254702.6608	10682	10682	5987	NULL	NULL	NULL
2WH513	1992	2148521.0000	NULL	33	27	NULL	NULL	NULL
EIR01	2013	1945319.6335	85	47	32	NULL	NULL	NULL
2TK630	1991	77000.0000	NULL	2	1	NULL	NULL	NULL
0E02	2013	904180.3982	195	203	135	NULL	NULL	NULL
00052	2011	377452093.8674	1201	1252	727	NULL	NULL	NULL
HDTRA2	2010	45174664.9838	355	364	189	NULL	NULL	NULL
N09296	2017	14952.5400	2	4	4	NULL	NULL	NULL
N63533	2010	72163.8809	4	7	7	NULL	NULL	NULL
ZD93 	1997	82580739.0000	177	177	29	NULL	NULL	NULL
GV68	2004	226366722.0000	311	314	117	NULL	NULL	NULL
03A75	2001	112000.0000	2	2	1	NULL	NULL	NULL
1205M6	2017	4238210.4411	185	205	175	NULL	NULL	NULL
M68909	2017	24263654.0334	224	233	156	NULL	NULL	NULL
2WF900	1990	96000.0000	NULL	3	2	NULL	NULL	NULL
MSFC0	2013	1946186535.5346	2295	2485	1134	NULL	NULL	NULL
BB210	2007	1188094.7365	197	98	98	NULL	NULL	NULL
2BD603	1993	6652397.0000	NULL	13	9	NULL	NULL	NULL
ZA96 	1998	224427.0000	5	5	5	NULL	NULL	NULL
AS700	2013	1335164.5919	52	75	70	NULL	NULL	NULL
NP000	2007	943128.7516	20	20	18	NULL	NULL	NULL
WK627	2001	1425600.0000	4	6	6	NULL	NULL	NULL
ZD84	2002	17296014.0000	266	269	269	NULL	NULL	NULL
52KJ	2016	1208356.9602	88	88	85	NULL	NULL	NULL
TALFL	2002	8017000.0000	194	196	171	NULL	NULL	NULL
W912K3	2011	16957813.2506	554	565	452	NULL	NULL	NULL
HH000	2002	26756820.0000	198	222	185	NULL	NULL	NULL
3HU11 	1991	930031000.0000	NULL	59	13	NULL	NULL	NULL
1CA17 	1991	2291000.0000	NULL	13	9	NULL	NULL	NULL
00034	2005	175872.3103	83	83	75	NULL	NULL	NULL
21203	2009	5226335.6728	361	368	317	NULL	NULL	NULL
00058	2006	97832.2500	6	6	6	NULL	NULL	NULL
00679S	2010	3012259.7115	305	305	305	NULL	NULL	NULL
FA8655	2006	2034968.0000	38	38	33	NULL	NULL	NULL
W912LD	2008	34032615.2297	355	379	255	NULL	NULL	NULL
A8301	2002	121284964.0000	330	341	269	NULL	NULL	NULL
SPM475	2005	0.0000	0	22	22	NULL	NULL	NULL
QA28 	1998	36966938.0000	221	221	124	NULL	NULL	NULL
00075	2013	67595018.5853	377	403	213	NULL	NULL	NULL
PK000	2008	1837308.9907	175	175	151	NULL	NULL	NULL
SF300	2014	191987.9900	29	30	24	NULL	NULL	NULL
FA8051	2013	253928500.4012	797	846	331	NULL	NULL	NULL
W31P4Q	2002	803160.7302	9	9	7	NULL	NULL	NULL
00757	2006	11299665.6650	218	219	218	NULL	NULL	NULL
60305	2013	5289630.4680	183	188	179	NULL	NULL	NULL
N46077	2006	47295839.0000	22	22	11	NULL	NULL	NULL
MX720	2016	1362331.2900	124	132	113	NULL	NULL	NULL
2036X5	2018	7133482.1172	372	381	288	NULL	NULL	NULL
D710E	1999	147266532.0000	788	788	214	NULL	NULL	NULL
FA3030	2007	37225426.0000	807	668	550	NULL	NULL	NULL
W56KGY	2017	1380923028.6233	1021	1113	417	NULL	NULL	NULL
21504	2008	7867366.0775	1090	1093	863	NULL	NULL	NULL
FA8818	2014	373724404.1600	404	442	147	NULL	NULL	NULL
0252	2007	63400.2600	8	8	8	NULL	NULL	NULL
00081	2015	2239896.6598	201	201	162	NULL	NULL	NULL
N69250	2002	0.0000	4	4	3	NULL	NULL	NULL
0010A	2012	786557979.9574	1950	1966	1092	NULL	NULL	NULL
W91242	2011	37336769.2370	692	720	593	NULL	NULL	NULL
0120	2014	3833437.6800	182	197	152	NULL	NULL	NULL
N66095	2008	1140322.3043	104	103	102	NULL	NULL	NULL
UR000	2001	11566000.0000	73	73	52	NULL	NULL	NULL
SIL	2016	2081035.1300	19	19	17	NULL	NULL	NULL
WR000	2002	2769000.0000	39	39	31	NULL	NULL	NULL
140G05	2018	24116.5596	3	3	1	NULL	NULL	NULL
LEAA5	2007	27862703.0695	149	176	126	NULL	NULL	NULL
W81GYE	2009	40773316.1350	937	1068	687	NULL	NULL	NULL
SPM7A3	2007	6037284.0000	338	338	333	NULL	NULL	NULL
3TA06 	1991	18323000.0000	NULL	148	79	NULL	NULL	NULL
YA000	2015	22457746.2700	466	537	394	NULL	NULL	NULL
15DDL4	2018	241348.7103	115	115	61	NULL	NULL	NULL
N63235	2010	3390448.2500	6	6	6	NULL	NULL	NULL
W9114F	2005	24407468.9700	936	952	826	NULL	NULL	NULL
00248	2013	6873969.6298	1620	1847	1681	NULL	NULL	NULL
TQ730	1998	329224.0000	5	5	3	NULL	NULL	NULL
1AJ04 	1993	10050729.0000	NULL	120	65	NULL	NULL	NULL
DEASA	2012	1301583.9447	316	317	148	NULL	NULL	NULL
USA45	2015	2652.0000	1	1	1	NULL	NULL	NULL
00060	2004	168977.5901	5	5	5	NULL	NULL	NULL
COW00	2009	87753659.2253	488	540	378	NULL	NULL	NULL
QA07 	1995	41334217.0000	262	262	118	NULL	NULL	NULL
W912HN	2016	674312170.0570	1115	1249	799	NULL	NULL	NULL
AJ200	2016	3144960.2799	218	288	252	NULL	NULL	NULL
128771	2017	6383829.7976	355	370	313	NULL	NULL	NULL
W912PQ	2011	53181843.4239	1494	1529	1276	NULL	NULL	NULL
A7104	1995	1582773.0000	22	22	12	NULL	NULL	NULL
1ZD70 	1990	500000.0000	NULL	1	1	NULL	NULL	NULL
FA6648	2004	50051.0000	4	4	3	NULL	NULL	NULL
ID800	2009	94178.7598	55	21	21	NULL	NULL	NULL
DEAIT	2006	4971909.5631	147	137	135	NULL	NULL	NULL
SPM3SD	2006	0.0000	0	1	1	NULL	NULL	NULL
ID951	2005	35225.3000	122	127	112	NULL	NULL	NULL
33A4	2008	413750.8116	68	71	69	NULL	NULL	NULL
GE350	2002	0.0000	0	1	1	NULL	NULL	NULL
FA2521	2008	147457753.2999	2418	1912	1098	NULL	NULL	NULL
ACBBD	2005	58263.6797	2	2	2	NULL	NULL	NULL
W91WMC	2016	16823874.8902	430	435	322	NULL	NULL	NULL
W912L6	2006	7915471.0000	597	601	514	NULL	NULL	NULL
2NV	2006	2177650.1992	115	133	95	NULL	NULL	NULL
W913E5	2017	10988894.1109	172	182	143	NULL	NULL	NULL
3FF90 	1991	63776000.0000	NULL	218	42	NULL	NULL	NULL
00032	2006	187517.7208	17	17	17	NULL	NULL	NULL
66030	2007	116617050.7800	653	670	514	NULL	NULL	NULL
1331L5	2017	40691.1587	2	2	2	NULL	NULL	NULL
ASHKY	2016	8110197.8300	1523	893	893	NULL	NULL	NULL
20403	2005	4928054.5623	64	78	65	NULL	NULL	NULL
00045	2006	30371.7703	5	5	4	NULL	NULL	NULL
